x_1,x_2,y
1.720,0.578,8.860
1.754,0.593,8.782
1.784,0.546,8.875
1.720,0.548,8.841
1.617,0.524,8.836
1.732,0.623,8.792
1.702,0.586,8.764
1.668,0.496,8.810
1.688,0.559,8.866
1.699,0.626,8.720
1.787,0.561,8.890
1.788,0.621,8.849
1.667,0.476,8.808
1.703,0.491,8.746
1.683,0.509,8.836
1.639,0.506,8.765
1.749,0.592,8.877
1.769,0.580,8.766
1.663,0.576,8.811
1.683,0.513,8.822
1.756,0.542,8.820
1.756,0.521,8.830
1.700,0.583,8.784
1.718,0.511,8.820
1.714,0.525,8.830
1.763,0.535,8.818
1.746,0.470,8.786
1.746,0.495,8.831
1.640,0.507,8.785
1.742,0.653,8.836
1.777,0.486,8.824
1.755,0.491,8.823
1.708,0.530,8.855
1.759,0.588,8.817
1.650,0.635,8.796
1.653,0.597,8.833
1.722,0.484,8.852
1.750,0.507,8.800
1.739,0.576,8.842
1.755,0.583,8.760
1.684,0.588,8.816
1.729,0.475,8.855
1.729,0.501,8.895
1.650,0.502,8.819
1.690,0.517,8.840
1.739,0.532,8.869
1.714,0.527,8.717
1.630,0.506,8.843
1.711,0.583,8.878
1.788,0.560,8.779
1.746,0.522,8.805
1.718,0.585,8.832
1.709,0.472,8.932
1.641,0.630,8.778
1.804,0.468,8.877
1.664,0.578,8.942
1.792,0.538,8.807
1.736,0.492,8.835
1.739,0.495,8.890
1.724,0.514,8.766
1.689,0.629,8.848
1.695,0.503,8.774
1.694,0.510,8.818
1.711,0.514,8.810
1.720,0.491,8.838
1.683,0.585,8.808
1.685,0.590,8.759
1.715,0.422,8.793
1.699,0.510,8.798
1.742,0.567,8.772
1.754,0.629,8.872
1.753,0.567,8.828
1.641,0.670,8.885
1.620,0.532,8.823
1.725,0.445,8.901
1.780,0.590,8.713
1.783,0.493,8.919
1.735,0.517,8.903
1.709,0.497,8.892
1.729,0.546,8.891
1.694,0.496,8.820
1.719,0.559,8.816
1.769,0.530,8.764
1.748,0.465,8.765
1.737,0.512,8.868
1.720,0.589,8.794
1.708,0.571,8.910
1.794,0.569,8.825
1.683,0.569,8.850
1.717,0.513,8.859
1.691,0.617,8.869
1.695,0.514,8.909
1.760,0.467,8.817
1.733,0.584,8.832
1.729,0.482,8.815
1.704,0.553,8.868
1.680,0.586,8.881
1.816,0.521,8.905
1.602,0.503,8.858
1.690,0.553,8.824
1.708,0.489,8.827
1.739,0.490,8.884
1.690,0.483,8.777
1.637,0.544,8.842
1.765,0.561,8.814
1.736,0.534,8.920
1.689,0.470,8.863
1.678,0.490,8.799
1.727,0.480,8.906
1.773,0.520,8.887
1.762,0.601,8.923
1.720,0.638,8.873
1.729,0.640,8.793
1.814,0.544,8.906
1.699,0.556,8.812
1.698,0.492,8.839
1.693,0.513,8.820
1.775,0.537,8.819
1.705,0.546,8.871
1.668,0.551,8.891
1.681,0.610,8.835
1.658,0.501,8.866
1.812,0.608,8.863
1.673,0.566,8.903
1.708,0.597,8.842
1.767,0.560,8.801
1.665,0.518,8.786
1.704,0.556,8.885
1.685,0.600,8.856
1.755,0.483,8.878
1.867,0.542,8.898
1.769,0.504,8.831
1.739,0.523,8.871
1.718,0.522,8.837
1.705,0.613,8.863
1.826,0.498,8.815
1.785,0.527,8.770
1.707,0.515,8.934
1.698,0.549,8.904
1.696,0.502,8.810
1.726,0.538,8.815
1.707,0.515,8.867
1.724,0.450,8.833
1.778,0.558,8.865
1.675,0.475,8.853
1.596,0.447,8.856
1.722,0.591,8.846
1.736,0.462,8.901
1.698,0.555,8.769
1.816,0.573,8.857
1.805,0.567,8.818
1.688,0.524,8.893
1.689,0.459,8.943
1.801,0.572,8.871
1.759,0.563,8.855
1.760,0.474,8.849
1.675,0.549,8.847
1.751,0.557,8.885
1.744,0.690,8.843
1.718,0.519,8.912
1.766,0.487,8.815
1.708,0.624,8.861
1.783,0.587,8.859
1.708,0.571,8.817
1.720,0.448,8.862
1.666,0.631,8.892
1.721,0.571,8.921
1.694,0.611,8.893
1.708,0.497,8.912
1.702,0.607,8.883
1.761,0.521,8.869
1.757,0.540,8.856
1.665,0.552,8.830
1.761,0.609,8.879
1.660,0.518,8.843
1.745,0.474,8.904
1.881,0.528,8.880
1.684,0.545,8.821
1.792,0.606,8.973
1.744,0.515,8.838
1.717,0.648,8.912
1.679,0.567,8.941
1.749,0.506,8.952
1.807,0.515,8.782
1.781,0.626,8.904
1.717,0.433,8.895
1.822,0.496,8.885
1.706,0.571,8.828
1.762,0.533,8.938
1.754,0.624,8.918
1.659,0.525,8.870
1.730,0.465,8.934
1.667,0.534,8.809
1.756,0.628,8.778
1.745,0.541,8.888
1.741,0.598,8.885
1.715,0.602,8.851
1.697,0.621,8.963
1.677,0.541,8.934
1.770,0.553,8.881
1.728,0.442,8.870
1.789,0.546,8.877
1.713,0.545,8.968
1.696,0.595,8.849
1.672,0.557,8.809
1.711,0.582,8.927
1.710,0.518,8.904
1.684,0.583,9.011
1.709,0.569,8.963
1.756,0.570,8.906
1.677,0.502,8.815
1.809,0.536,8.935
1.678,0.582,8.855
1.637,0.539,8.834
1.790,0.532,8.918
1.684,0.525,8.832
1.696,0.484,8.860
1.731,0.619,8.907
1.673,0.488,8.941
1.719,0.509,8.892
1.704,0.523,8.967
1.656,0.563,8.940
1.693,0.500,8.848
1.741,0.569,8.911
1.734,0.511,8.927
1.733,0.544,8.796
1.769,0.644,8.847
1.760,0.612,8.907
1.697,0.464,8.900
1.711,0.597,8.947
1.727,0.541,8.889
1.783,0.514,8.981
1.810,0.526,8.836
1.776,0.567,8.884
1.772,0.599,8.901
1.697,0.558,8.904
1.745,0.695,8.928
1.763,0.668,8.957
1.672,0.501,8.850
1.686,0.643,9.015
1.659,0.501,8.847
1.737,0.516,8.934
1.703,0.584,8.992
1.668,0.634,8.960
1.703,0.547,8.925
1.710,0.565,8.939
1.793,0.474,8.841
1.678,0.638,8.884
1.717,0.616,8.883
1.736,0.643,8.869
1.725,0.620,8.931
1.764,0.531,8.858
1.726,0.591,8.902
1.761,0.535,8.967
1.788,0.495,8.909
1.743,0.673,8.885
1.736,0.572,8.907
1.719,0.494,8.882
1.671,0.582,8.957
1.748,0.614,8.965
1.671,0.457,8.922
1.811,0.468,8.895
1.715,0.601,8.927
1.718,0.488,8.857
1.680,0.524,8.866
1.817,0.452,8.879
1.701,0.534,8.959
1.847,0.612,8.866
1.798,0.531,8.948
1.728,0.534,8.945
1.722,0.647,8.943
1.641,0.579,8.964
1.793,0.526,8.911
1.757,0.485,8.953
1.731,0.549,8.903
1.753,0.506,8.973
1.819,0.578,8.861
1.804,0.522,8.870
1.767,0.558,8.868
1.706,0.448,8.882
1.740,0.591,8.903
1.719,0.432,8.871
1.777,0.502,8.864
1.686,0.601,8.887
1.744,0.630,9.046
1.688,0.579,8.935
1.773,0.616,8.913
1.746,0.521,8.901
1.730,0.579,8.879
1.749,0.627,8.958
1.703,0.474,8.965
1.661,0.557,9.004
1.721,0.534,8.885
1.776,0.515,8.933
1.809,0.590,9.003
1.834,0.535,8.978
1.667,0.569,8.894
1.699,0.553,8.976
1.682,0.560,8.945
1.754,0.520,8.985
1.736,0.519,8.971
1.708,0.503,9.033
1.775,0.490,8.891
1.819,0.605,8.923
1.699,0.540,9.005
1.675,0.634,8.929
1.853,0.438,8.967
1.755,0.538,8.973
1.831,0.508,8.971
1.690,0.429,8.950
1.762,0.560,8.908
1.763,0.556,8.954
1.739,0.580,8.980
1.724,0.574,8.905
1.801,0.632,8.977
1.772,0.535,8.852
1.764,0.489,8.949
1.900,0.530,8.943
1.776,0.585,8.816
1.747,0.587,8.913
1.694,0.552,8.872
1.848,0.529,8.920
1.769,0.515,8.981
1.770,0.475,8.969
1.765,0.673,8.971
1.792,0.600,8.971
1.822,0.520,8.909
1.685,0.569,8.981
1.755,0.486,8.986
1.696,0.522,8.971
1.713,0.483,9.037
1.738,0.614,8.933
1.745,0.593,8.977
1.788,0.596,8.950
1.698,0.522,8.908
1.793,0.623,9.031
1.693,0.602,8.915
1.808,0.556,8.969
1.847,0.566,8.891
1.792,0.525,8.978
1.679,0.520,8.965
1.682,0.555,8.975
1.721,0.649,8.987
1.789,0.544,8.914
1.757,0.581,8.926
1.788,0.472,9.019
1.678,0.552,8.952
1.875,0.554,9.026
1.719,0.558,8.949
1.821,0.508,9.021
1.753,0.500,9.045
1.763,0.553,8.985
1.757,0.585,8.942
1.668,0.616,8.929
1.720,0.465,9.016
1.661,0.574,8.927
1.703,0.614,8.934
1.895,0.511,8.973
1.649,0.576,8.958
1.682,0.609,9.041
1.685,0.569,9.073
1.783,0.533,8.948
1.632,0.556,8.903
1.653,0.560,9.015
1.827,0.509,8.878
1.827,0.618,8.984
1.786,0.534,8.949
1.785,0.543,9.036
1.732,0.644,8.948
1.830,0.677,8.934
1.693,0.480,8.945
1.757,0.533,8.983
1.767,0.619,8.978
1.715,0.564,9.034
1.725,0.500,8.989
1.738,0.446,9.050
1.763,0.584,8.955
1.720,0.496,8.866
1.808,0.609,8.994
1.771,0.490,9.023
1.821,0.562,8.947
1.751,0.527,9.002
1.814,0.541,8.989
1.752,0.624,8.944
1.762,0.549,8.993
1.731,0.620,8.957
1.776,0.604,8.996
1.706,0.489,9.013
1.671,0.517,8.888
1.718,0.580,8.968
1.747,0.513,8.973
1.790,0.617,8.996
1.764,0.591,8.970
1.759,0.559,8.986
1.818,0.593,8.868
1.759,0.468,8.985
1.716,0.632,8.943
1.679,0.563,9.001
1.753,0.584,9.026
1.747,0.591,9.004
1.689,0.597,8.961
1.770,0.578,8.991
1.818,0.534,8.960
1.661,0.589,8.948
1.734,0.559,9.038
1.691,0.511,9.011
1.763,0.537,8.882
1.797,0.547,8.947
1.791,0.402,8.910
1.786,0.674,8.924
1.812,0.516,8.984
1.754,0.517,8.980
1.782,0.599,9.030
1.772,0.468,9.001
1.789,0.478,8.985
1.750,0.496,9.029
1.689,0.606,8.994
1.787,0.624,8.978
1.808,0.583,8.970
1.688,0.582,8.977
1.747,0.568,8.997
1.765,0.529,8.907
1.727,0.554,9.015
1.663,0.454,8.984
1.805,0.581,8.995
1.700,0.539,8.924
1.787,0.563,9.018
1.731,0.587,9.013
1.769,0.636,9.011
1.813,0.462,9.019
1.789,0.557,8.968
1.746,0.587,9.040
1.738,0.592,9.052
1.762,0.568,8.941
1.785,0.599,8.978
1.741,0.624,9.086
1.755,0.483,9.045
1.743,0.572,8.992
1.767,0.539,8.950
1.709,0.489,8.993
1.714,0.661,8.997
1.652,0.503,8.977
1.839,0.518,9.049
1.808,0.518,8.990
1.765,0.448,8.967
1.778,0.540,9.036
1.737,0.461,9.078
1.737,0.451,9.071
1.724,0.618,9.046
1.761,0.580,8.980
1.773,0.591,9.049
1.641,0.546,8.956
1.777,0.555,9.046
1.783,0.496,8.986
1.730,0.508,9.047
1.823,0.513,8.969
1.751,0.529,8.994
1.797,0.520,8.990
1.768,0.499,9.047
1.708,0.453,9.005
1.682,0.507,9.024
1.789,0.563,9.037
1.733,0.505,8.996
1.711,0.434,8.940
1.780,0.549,9.014
1.781,0.566,9.066
1.766,0.614,8.999
1.780,0.532,9.044
1.677,0.550,9.038
1.765,0.576,9.007
1.787,0.617,9.068
1.745,0.612,8.965
1.779,0.615,9.018
1.687,0.499,8.948
1.799,0.479,8.944
1.755,0.510,8.957
1.752,0.643,8.997
1.742,0.568,9.010
1.729,0.570,8.960
1.687,0.555,8.976
1.769,0.576,9.046
1.824,0.626,8.972
1.634,0.569,9.013
1.646,0.566,8.988
1.674,0.474,8.991
1.764,0.584,9.000
1.714,0.528,9.022
1.743,0.553,9.050
1.701,0.617,9.164
1.712,0.576,8.971
1.703,0.497,9.054
1.747,0.584,8.986
1.693,0.574,9.089
1.903,0.587,9.077
1.774,0.565,9.074
1.715,0.630,9.055
1.774,0.587,8.954
1.779,0.554,8.941
1.739,0.629,9.022
1.791,0.526,9.072
1.765,0.549,9.020
1.749,0.597,8.962
1.776,0.613,8.991
1.879,0.555,9.008
1.653,0.484,9.102
1.726,0.481,8.998
1.770,0.532,9.035
1.662,0.570,9.143
1.738,0.619,8.934
1.762,0.634,9.091
1.731,0.604,9.000
1.652,0.590,9.089
1.791,0.503,9.030
1.804,0.454,9.003
1.791,0.629,9.073
1.768,0.507,9.067
1.868,0.504,9.029
1.757,0.578,9.070
1.676,0.582,9.065
1.731,0.475,8.996
1.688,0.515,9.024
1.734,0.505,8.989
1.750,0.449,9.075
1.760,0.578,9.126
1.640,0.551,8.977
1.750,0.563,9.104
1.809,0.551,9.091
1.724,0.537,9.010
1.735,0.574,8.982
1.822,0.548,8.974
1.873,0.543,9.106
1.707,0.538,8.974
1.833,0.587,9.011
1.836,0.480,9.159
1.797,0.585,9.087
1.809,0.530,9.127
1.841,0.552,9.124
1.789,0.533,9.057
1.812,0.538,9.000
1.770,0.567,9.167
1.793,0.519,9.119
1.770,0.538,8.991
1.764,0.562,9.091
1.793,0.663,9.089
1.871,0.570,9.066
1.685,0.532,9.014
1.737,0.546,9.046
1.795,0.623,9.143
1.791,0.555,9.087
1.771,0.586,8.951
1.595,0.549,8.999
1.797,0.605,9.040
1.736,0.568,9.039
1.698,0.539,9.042
1.753,0.562,9.075
1.732,0.501,8.924
1.756,0.477,8.988
1.872,0.459,9.023
1.716,0.636,9.035
1.728,0.542,9.092
1.739,0.596,9.073
1.698,0.536,9.068
1.829,0.559,8.981
1.751,0.555,9.063
1.756,0.555,9.026
1.762,0.564,9.083
1.689,0.591,9.093
1.771,0.605,8.994
1.771,0.615,8.994
1.762,0.624,9.101
1.809,0.525,9.085
1.791,0.589,8.991
1.782,0.460,9.028
1.691,0.508,9.016
1.727,0.536,9.037
1.778,0.511,8.990
1.788,0.551,8.972
1.722,0.593,9.098
1.783,0.470,9.151
1.761,0.550,9.102
1.772,0.541,9.024
1.739,0.578,9.143
1.776,0.707,9.047
1.807,0.502,9.073
1.755,0.615,8.997
1.805,0.500,9.113
1.745,0.593,9.074
1.739,0.457,9.030
1.767,0.641,8.958
1.624,0.606,9.108
1.707,0.489,9.130
1.733,0.611,9.137
1.676,0.520,9.055
1.821,0.545,9.061
1.714,0.557,9.072
1.714,0.645,9.109
1.734,0.554,9.028
1.810,0.611,9.145
1.683,0.603,9.036
1.731,0.658,9.075
1.847,0.604,9.063
1.729,0.577,9.090
1.761,0.566,9.083
1.758,0.467,9.092
1.739,0.517,8.929
1.828,0.537,9.079
1.764,0.614,9.058
1.672,0.584,9.072
1.778,0.499,9.006
1.759,0.571,9.037
1.790,0.607,9.084
1.683,0.624,9.032
1.788,0.586,9.082
1.766,0.581,9.090
1.710,0.557,9.064
1.735,0.460,9.010
1.745,0.516,9.077
1.722,0.598,8.970
1.780,0.574,8.960
1.715,0.587,9.034
1.675,0.523,9.050
1.784,0.578,9.085
1.818,0.508,9.029
1.744,0.500,9.125
1.734,0.673,9.108
1.737,0.537,9.042
1.710,0.581,9.114
1.826,0.623,9.066
1.791,0.545,8.992
1.792,0.462,9.072
1.791,0.546,9.034
1.822,0.585,9.133
1.755,0.603,9.107
1.776,0.545,9.048
1.690,0.596,9.125
1.735,0.623,9.159
1.809,0.598,9.134
1.812,0.552,9.067
1.672,0.669,9.064
1.718,0.560,9.107
1.834,0.525,9.090
1.729,0.558,9.144
1.727,0.683,9.112
1.775,0.604,9.065
1.718,0.590,9.114
1.759,0.524,9.066
1.692,0.574,9.028
1.843,0.524,9.117
1.836,0.468,9.050
1.770,0.568,9.102
1.775,0.504,9.143
1.713,0.637,9.046
1.785,0.622,9.128
1.770,0.644,9.072
1.811,0.532,9.138
1.734,0.626,9.087
1.704,0.533,9.027
1.793,0.578,8.950
1.776,0.604,9.011
1.810,0.625,9.168
1.807,0.520,9.044
1.828,0.520,9.114
1.779,0.661,9.073
1.741,0.511,9.091
1.772,0.562,9.131
1.786,0.524,9.088
1.855,0.537,9.061
1.883,0.483,9.176
1.754,0.548,9.110
1.719,0.605,9.016
1.793,0.519,9.102
1.761,0.589,9.120
1.679,0.591,9.043
1.796,0.551,9.032
1.803,0.579,9.090
1.699,0.556,9.091
1.882,0.625,9.158
1.758,0.485,9.014
1.712,0.555,9.109
1.833,0.587,9.053
1.741,0.615,9.028
1.733,0.539,9.207
1.748,0.566,9.022
1.714,0.608,9.080
1.812,0.555,9.067
1.737,0.541,9.103
1.766,0.535,9.167
1.850,0.514,9.075
1.846,0.571,9.135
1.793,0.580,9.119
1.735,0.594,9.136
1.777,0.581,9.034
1.772,0.572,9.110
1.763,0.620,9.213
1.817,0.521,9.163
1.688,0.537,9.063
1.699,0.587,9.188
1.770,0.537,9.073
1.813,0.507,9.144
1.787,0.511,9.144
1.718,0.615,9.117
1.783,0.527,9.137
1.691,0.501,9.101
1.727,0.575,9.168
1.757,0.620,9.138
1.734,0.626,9.178
1.744,0.631,9.102
1.782,0.572,9.028
1.825,0.579,9.110
1.772,0.531,9.088
1.693,0.607,9.064
1.744,0.652,9.197
1.777,0.508,9.107
1.791,0.603,9.156
1.729,0.529,9.057
1.700,0.585,9.168
1.788,0.615,9.131
1.765,0.553,9.169
1.864,0.616,9.114
1.767,0.593,9.138
1.781,0.530,9.113
1.690,0.591,9.170
1.781,0.489,9.161
1.804,0.549,9.212
1.761,0.593,9.106
1.785,0.483,9.212
1.795,0.605,9.148
1.744,0.618,9.156
1.759,0.503,9.118
1.735,0.611,9.139
1.721,0.653,9.119
1.796,0.620,9.105
1.813,0.573,9.062
1.782,0.677,9.190
1.840,0.547,9.118
1.775,0.696,9.125
1.700,0.619,9.185
1.781,0.555,9.049
1.721,0.552,9.091
1.768,0.610,9.145
1.745,0.549,9.163
1.817,0.469,9.177
1.783,0.604,9.100
1.720,0.559,9.141
1.730,0.490,9.162
1.705,0.550,9.188
1.774,0.513,9.159
1.740,0.478,9.150
1.824,0.604,9.224
1.785,0.579,9.214
1.839,0.583,9.158
1.779,0.594,9.092
1.824,0.486,9.070
1.871,0.586,9.154
1.780,0.538,9.206
1.768,0.627,9.065
1.846,0.472,9.186
1.774,0.561,9.235
1.766,0.530,9.155
1.769,0.575,9.132
1.650,0.628,9.228
1.808,0.635,9.213
1.724,0.553,9.159
1.858,0.597,9.220
1.783,0.531,9.148
1.759,0.462,9.194
1.831,0.557,9.140
1.844,0.537,9.120
1.747,0.631,9.213
1.783,0.532,9.104
1.805,0.546,9.135
1.822,0.642,9.129
1.716,0.526,9.089
1.814,0.555,9.078
1.825,0.626,9.129
1.750,0.591,9.117
1.823,0.672,9.102
1.769,0.714,9.149
1.742,0.557,9.176
1.774,0.558,9.131
1.819,0.618,9.267
1.824,0.589,9.082
1.811,0.556,9.179
1.829,0.595,9.128
1.816,0.529,9.087
1.793,0.631,9.121
1.824,0.609,9.160
1.786,0.470,9.145
1.810,0.546,9.164
1.781,0.600,9.232
1.700,0.474,9.074
1.804,0.588,9.127
1.827,0.551,9.268
1.804,0.644,9.123
1.804,0.523,9.160
1.794,0.549,9.103
1.774,0.585,9.075
1.857,0.589,9.143
1.842,0.617,9.137
1.760,0.558,9.105
1.753,0.509,9.183
1.826,0.556,9.135
1.847,0.563,9.218
1.763,0.555,9.172
1.797,0.555,9.163
1.797,0.612,9.157
1.758,0.527,9.156
1.814,0.552,9.146
1.796,0.636,9.182
1.730,0.566,9.134
1.819,0.555,9.178
1.841,0.525,9.154
1.822,0.431,9.134
1.714,0.665,9.118
1.811,0.624,9.223
1.781,0.608,9.112
1.775,0.623,9.203
1.879,0.645,9.171
1.742,0.622,9.173
1.791,0.647,9.104
1.688,0.605,9.134
1.751,0.548,9.211
1.759,0.558,9.204
1.745,0.523,9.161
1.701,0.516,9.138
1.764,0.653,9.188
1.785,0.677,9.159
1.784,0.600,9.187
1.772,0.567,9.156
1.808,0.628,9.138
1.765,0.631,9.129
1.814,0.558,9.191
1.678,0.600,9.307
1.781,0.552,9.048
1.727,0.527,9.107
1.783,0.605,9.214
1.748,0.610,9.123
1.818,0.645,9.215
1.745,0.637,9.200
1.825,0.568,9.069
1.864,0.591,9.185
1.918,0.569,9.142
1.811,0.599,9.118
1.837,0.598,9.068
1.686,0.521,9.063
1.880,0.624,9.190
1.781,0.600,9.220
1.835,0.586,9.254
1.795,0.676,9.213
1.730,0.515,9.161
1.708,0.683,9.119
1.784,0.639,9.236
1.808,0.525,9.193
1.819,0.464,9.176
1.836,0.693,9.161
1.759,0.619,9.244
1.818,0.557,9.172
1.710,0.561,9.171
1.796,0.670,9.101
1.782,0.645,9.229
1.798,0.594,9.132
1.793,0.520,9.139
1.665,0.601,9.226
1.817,0.539,9.058
1.806,0.603,9.145
1.778,0.620,9.211
1.851,0.665,9.107
1.791,0.609,9.221
1.774,0.514,9.235
1.871,0.510,9.166
1.751,0.675,9.127
1.748,0.554,9.211
1.702,0.636,9.179
1.810,0.599,9.106
1.810,0.520,9.162
1.718,0.580,9.205
1.841,0.673,9.245
1.850,0.695,9.235
1.833,0.572,9.220
1.803,0.603,9.121
1.815,0.549,9.165
1.823,0.612,9.084
1.758,0.603,9.296
1.688,0.597,9.191
1.837,0.594,9.160
1.770,0.585,9.139
1.792,0.639,9.105
1.812,0.494,9.153
1.866,0.592,9.220
1.773,0.645,9.135
1.811,0.532,9.241
1.803,0.563,9.183
1.765,0.582,9.231
1.771,0.558,9.219
1.739,0.567,9.140
1.762,0.662,9.227
1.881,0.597,9.191
1.764,0.564,9.147
1.751,0.649,9.270
1.756,0.675,9.207
1.797,0.602,9.218
1.706,0.610,9.197
1.827,0.678,9.204
1.696,0.670,9.145
1.786,0.577,9.254
1.776,0.619,9.139
1.777,0.656,9.167
1.840,0.560,9.196
1.764,0.578,9.208
1.794,0.540,9.119
1.711,0.594,9.178
1.832,0.544,9.113
1.721,0.626,9.196
1.790,0.626,9.194
1.790,0.534,9.156
1.743,0.531,9.244
1.844,0.486,9.168
1.877,0.619,9.286
1.823,0.631,9.208
1.798,0.615,9.197
1.837,0.553,9.204
1.728,0.624,9.095
1.676,0.609,9.242
1.828,0.530,9.144
1.808,0.606,9.220
1.788,0.576,9.124
1.865,0.566,9.181
1.772,0.471,9.209
1.827,0.426,9.104
1.804,0.519,9.166
1.819,0.578,9.277
1.844,0.626,9.237
1.829,0.623,9.232
1.813,0.637,9.236
1.749,0.610,9.261
1.749,0.546,9.183
1.770,0.569,9.110
1.852,0.539,9.270
1.780,0.639,9.184
1.829,0.557,9.229
1.916,0.546,9.275
1.823,0.525,9.123
1.840,0.554,9.177
1.862,0.563,9.164
1.789,0.559,9.246
1.810,0.602,9.230
1.767,0.589,9.291
1.739,0.630,9.253
1.819,0.615,9.165
1.821,0.529,9.149
1.753,0.597,9.200
1.829,0.685,9.208
1.830,0.624,9.220
1.816,0.613,9.197
1.697,0.648,9.286
1.751,0.647,9.226
1.689,0.514,9.199
1.772,0.578,9.113
1.832,0.550,9.223
1.797,0.554,9.280
1.748,0.591,9.160
1.679,0.542,9.303
1.827,0.584,9.268
1.726,0.628,9.203
1.735,0.597,9.254
1.826,0.591,9.139
1.799,0.578,9.262
1.763,0.745,9.164
1.831,0.600,9.264
1.888,0.575,9.164
1.770,0.664,9.111
1.683,0.670,9.182
1.722,0.502,9.193
1.829,0.544,9.211
1.692,0.565,9.138
1.857,0.530,9.171
1.717,0.553,9.210
1.813,0.562,9.219
1.768,0.625,9.352
1.814,0.509,9.200
1.706,0.656,9.144
1.770,0.585,9.237
1.796,0.598,9.208
1.862,0.656,9.252
1.828,0.639,9.268
1.749,0.553,9.308
1.782,0.608,9.230
1.908,0.591,9.365
1.835,0.672,9.237
1.774,0.532,9.274
1.722,0.561,9.258
1.755,0.619,9.204
1.706,0.658,9.263
1.724,0.609,9.299
1.873,0.617,9.166
1.842,0.526,9.286
1.866,0.656,9.229
1.855,0.588,9.254
1.843,0.525,9.404
1.774,0.594,9.259
1.837,0.528,9.263
1.873,0.553,9.156
1.799,0.568,9.194
1.861,0.508,9.274
1.799,0.662,9.234
1.768,0.564,9.282
1.729,0.593,9.136
1.814,0.591,9.238
1.798,0.529,9.224
1.793,0.567,9.119
1.784,0.484,9.232
1.826,0.525,9.283
1.841,0.575,9.237
1.825,0.583,9.294
1.788,0.560,9.234
1.864,0.573,9.198
1.875,0.540,9.353
1.791,0.624,9.277
1.825,0.569,9.246
1.779,0.522,9.222
1.826,0.572,9.314
1.777,0.664,9.216
1.809,0.571,9.261
1.862,0.564,9.202
1.802,0.604,9.124
1.784,0.567,9.202
1.941,0.592,9.166
1.768,0.572,9.278
1.798,0.652,9.244
1.856,0.599,9.287
1.747,0.524,9.213
1.804,0.602,9.338
1.808,0.525,9.300
1.821,0.636,9.223
1.804,0.559,9.184
1.762,0.607,9.174
1.728,0.522,9.251
1.735,0.656,9.346
1.745,0.614,9.255
1.809,0.615,9.234
1.753,0.520,9.180
1.835,0.575,9.149
1.780,0.528,9.226
1.741,0.586,9.283
1.798,0.617,9.246
1.765,0.607,9.178
1.906,0.548,9.260
1.814,0.657,9.253
1.866,0.558,9.210
1.798,0.577,9.182
1.863,0.698,9.173
1.800,0.625,9.253
1.865,0.586,9.226
1.721,0.571,9.227
1.792,0.548,9.283
1.777,0.609,9.249
1.841,0.642,9.190
1.750,0.598,9.317
1.788,0.494,9.286
1.835,0.570,9.230
1.775,0.701,9.212
1.871,0.583,9.310
1.791,0.632,9.238
1.803,0.596,9.234
1.757,0.529,9.210
1.786,0.578,9.271
1.776,0.626,9.257
1.783,0.587,9.147
1.828,0.621,9.206
1.779,0.581,9.150
1.751,0.520,9.252
1.829,0.517,9.198
1.797,0.603,9.228
1.816,0.610,9.311
1.790,0.692,9.196
1.826,0.511,9.229
1.792,0.683,9.288
1.760,0.591,9.209
1.855,0.585,9.206
1.779,0.590,9.333
1.726,0.667,9.212
1.819,0.586,9.218
1.785,0.566,9.266
1.803,0.632,9.250
1.804,0.633,9.359
1.833,0.618,9.236
1.796,0.576,9.231
1.847,0.663,9.311
1.832,0.534,9.250
1.865,0.672,9.281
1.890,0.517,9.152
1.847,0.711,9.223
1.792,0.568,9.322
1.750,0.530,9.243
1.846,0.632,9.213
1.866,0.645,9.253
1.843,0.595,9.246
1.807,0.630,9.283
1.797,0.572,9.213
1.857,0.428,9.244
1.790,0.595,9.214
1.756,0.624,9.234
1.683,0.517,9.299
1.806,0.527,9.408
1.887,0.575,9.286
1.792,0.606,9.309
1.804,0.592,9.325
1.826,0.620,9.271
1.833,0.603,9.327
1.769,0.603,9.319
1.784,0.629,9.254
1.676,0.720,9.261
1.740,0.589,9.374
1.775,0.541,9.340
1.766,0.553,9.231
1.825,0.635,9.242
1.872,0.590,9.355
1.800,0.641,9.362
1.790,0.569,9.194
1.782,0.590,9.321
1.858,0.649,9.332
1.842,0.620,9.248
1.736,0.545,9.257
1.869,0.661,9.215
1.795,0.549,9.221
1.827,0.544,9.273
1.771,0.618,9.381
1.847,0.651,9.288
1.748,0.610,9.353
1.800,0.637,9.346
1.789,0.547,9.162
1.854,0.622,9.224
1.836,0.573,9.322
1.785,0.641,9.259
1.924,0.614,9.264
1.819,0.696,9.267
1.781,0.574,9.225
1.864,0.583,9.272
1.761,0.578,9.236
1.721,0.613,9.312
1.852,0.588,9.240
1.884,0.614,9.304
1.848,0.588,9.253
1.841,0.595,9.275
1.785,0.547,9.257
1.842,0.560,9.250
1.810,0.680,9.299
1.848,0.583,9.278
1.777,0.555,9.273
1.837,0.563,9.315
1.772,0.618,9.305
1.783,0.557,9.255
1.766,0.602,9.313
1.903,0.604,9.320
1.876,0.654,9.300
1.774,0.675,9.346
1.848,0.712,9.360
1.808,0.569,9.258
1.813,0.641,9.348
1.865,0.614,9.292
1.817,0.516,9.305
1.759,0.587,9.357
1.749,0.550,9.278
1.840,0.640,9.252
1.812,0.532,9.238
