x_1,x_2,x_3,y
-0.057,-0.091,-0.045,0.000
-0.004,-0.117,-0.006,0.000
0.269,0.220,0.122,1.000
-0.006,0.035,-0.058,0.000
0.047,-0.086,-0.053,0.000
-0.007,0.096,0.015,0.000
-0.072,0.053,0.000,0.000
0.174,0.176,0.279,1.000
0.014,0.008,-0.018,0.000
0.210,0.160,0.185,1.000
0.261,0.232,0.219,1.000
-0.016,0.293,0.185,1.000
-0.070,-0.000,0.025,0.000
0.000,0.014,-0.068,0.000
0.002,-0.054,-0.016,0.000
0.068,-0.119,-0.039,0.000
-0.011,0.036,0.080,0.000
0.020,-0.006,-0.036,0.000
0.068,-0.067,0.038,0.000
0.275,0.160,0.184,1.000
-0.051,0.011,-0.060,0.000
0.148,0.217,0.223,1.000
0.010,0.002,-0.004,0.000
0.286,0.258,0.150,1.000
0.312,0.216,0.199,1.000
0.210,0.185,0.146,1.000
-0.031,0.003,-0.026,0.000
-0.026,0.045,0.050,0.000
0.041,0.227,0.308,1.000
-0.055,0.025,0.047,0.000
0.089,0.237,0.299,1.000
0.052,-0.038,0.040,0.000
0.192,0.219,0.158,1.000
0.002,-0.018,0.052,0.000
0.072,-0.048,0.020,0.000
0.142,0.201,0.203,1.000
0.248,0.226,0.207,1.000
0.204,0.196,0.202,1.000
0.094,-0.067,0.085,0.000
0.250,0.251,0.161,1.000
0.241,0.195,0.159,1.000
-0.036,-0.027,-0.015,0.000
-0.013,0.050,-0.082,0.000
0.038,-0.048,0.029,0.000
0.244,0.147,0.102,1.000
0.321,0.265,0.146,1.000
0.309,0.117,0.227,1.000
0.175,0.209,0.176,1.000
0.329,0.252,0.152,1.000
0.317,0.144,0.186,1.000
-0.033,0.006,0.051,0.000
0.390,0.184,0.178,1.000
0.089,0.227,0.212,1.000
0.034,0.044,0.087,0.000
0.020,0.042,-0.018,0.000
0.278,0.140,0.137,1.000
-0.010,0.031,0.040,0.000
-0.025,0.014,0.031,0.000
0.275,0.233,0.242,1.000
-0.052,-0.039,0.025,0.000
-0.011,-0.030,0.026,0.000
-0.044,0.105,0.001,0.000
0.266,0.191,0.202,1.000
0.077,-0.112,0.038,0.000
-0.008,-0.046,0.025,0.000
-0.002,-0.103,-0.039,0.000
0.191,0.126,0.262,1.000
0.040,0.107,0.257,1.000
-0.085,0.002,-0.023,0.000
-0.091,0.009,-0.118,0.000
0.051,-0.022,0.061,0.000
0.382,0.241,0.232,1.000
0.035,-0.045,-0.002,0.000
0.192,0.238,0.240,1.000
0.149,0.190,0.121,1.000
0.108,0.314,0.178,1.000
0.290,0.196,0.293,1.000
0.064,-0.123,-0.041,0.000
0.057,0.165,0.202,1.000
-0.086,0.065,0.042,0.000
-0.028,-0.048,0.011,0.000
0.315,0.223,0.225,1.000
0.000,0.002,-0.143,0.000
0.114,0.211,0.139,1.000
-0.049,0.003,0.022,0.000
0.193,0.239,0.171,1.000
-0.038,0.011,0.024,0.000
-0.028,0.066,0.081,0.000
0.086,0.260,0.127,1.000
0.283,0.207,0.151,1.000
0.043,0.017,0.037,0.000
0.252,0.239,0.146,1.000
0.214,0.205,0.244,1.000
0.039,0.011,0.027,0.000
0.027,-0.025,-0.004,0.000
0.036,-0.087,0.086,0.000
0.007,0.021,0.023,0.000
0.002,0.003,0.038,0.000
0.032,0.065,-0.029,0.000
0.318,0.175,0.169,1.000
0.254,0.330,0.176,1.000
-0.000,-0.111,0.014,0.000
-0.106,0.005,-0.041,0.000
0.048,0.027,0.048,0.000
0.052,0.095,-0.010,0.000
0.126,0.147,0.273,1.000
-0.059,-0.029,-0.028,0.000
0.200,0.276,0.190,1.000
0.165,0.277,0.314,1.000
0.016,-0.003,0.031,0.000
0.140,0.264,0.140,1.000
0.214,0.287,0.254,1.000
0.394,0.275,0.114,1.000
-0.037,0.030,-0.001,0.000
-0.150,-0.153,0.043,0.000
0.054,-0.067,-0.014,0.000
0.192,0.240,0.207,1.000
0.127,-0.039,-0.082,0.000
0.215,0.235,0.154,1.000
-0.078,0.027,-0.073,0.000
0.053,-0.028,0.002,0.000
-0.001,0.075,0.007,0.000
0.001,0.049,-0.016,0.000
0.307,0.205,0.146,1.000
0.013,0.141,0.187,1.000
0.069,0.171,0.214,1.000
0.030,0.090,0.015,0.000
0.010,0.004,-0.033,0.000
0.007,-0.031,0.034,0.000
0.089,0.192,0.260,1.000
0.067,0.049,-0.033,0.000
-0.088,-0.010,0.034,0.000
-0.036,0.083,0.072,0.000
0.244,0.207,0.168,1.000
0.215,0.235,0.204,1.000
0.017,0.003,-0.038,0.000
0.099,0.057,0.011,0.000
0.065,0.171,0.105,1.000
0.181,0.225,0.192,1.000
-0.001,0.076,-0.034,0.000
0.230,0.289,0.071,1.000
-0.015,-0.009,-0.020,0.000
0.169,0.145,0.117,1.000
0.164,0.172,0.126,1.000
-0.073,0.026,-0.029,0.000
0.169,0.288,0.186,1.000
-0.006,0.064,0.017,0.000
0.082,0.040,0.055,0.000
0.036,0.037,0.016,0.000
0.053,0.034,0.091,0.000
-0.053,-0.029,0.025,0.000
-0.102,0.014,0.001,0.000
0.346,0.077,0.176,1.000
0.314,0.206,0.217,1.000
0.006,-0.034,0.029,0.000
0.258,0.187,0.163,1.000
-0.051,-0.007,-0.008,0.000
-0.015,-0.015,0.006,0.000
0.350,0.222,0.168,1.000
0.201,0.154,0.182,1.000
-0.008,0.062,-0.040,0.000
0.193,0.195,0.184,1.000
0.244,0.219,0.145,1.000
-0.017,-0.020,0.041,0.000
0.380,0.172,0.227,1.000
0.002,0.084,-0.052,0.000
0.176,0.224,0.285,1.000
0.421,0.209,0.208,1.000
0.190,0.152,0.194,1.000
-0.145,0.081,0.009,0.000
0.193,0.162,0.219,1.000
0.069,-0.057,0.087,0.000
0.342,0.276,0.102,1.000
0.018,0.034,0.024,0.000
0.107,0.216,0.209,1.000
-0.026,-0.045,-0.001,0.000
0.329,0.196,0.206,1.000
-0.011,0.035,-0.041,0.000
-0.052,-0.015,0.016,0.000
-0.065,-0.046,-0.050,0.000
0.267,0.163,0.167,1.000
-0.005,0.023,0.010,0.000
-0.076,0.003,-0.017,0.000
0.296,0.156,0.161,1.000
0.016,-0.010,0.011,0.000
-0.017,0.056,0.047,0.000
0.216,0.152,0.232,1.000
0.065,-0.033,-0.008,0.000
-0.015,-0.121,0.028,0.000
0.301,0.228,0.226,1.000
-0.054,0.016,0.081,0.000
0.062,0.047,-0.011,0.000
-0.023,0.037,0.072,0.000
0.199,0.212,0.108,1.000
-0.045,-0.003,-0.121,0.000
-0.098,0.029,0.024,0.000
0.059,0.211,0.263,1.000
0.001,0.003,-0.048,0.000
-0.010,-0.005,0.036,0.000
0.080,0.171,0.316,1.000
0.003,-0.042,0.060,0.000
0.023,0.011,0.015,0.000
0.035,0.096,-0.004,0.000
0.002,0.031,-0.049,0.000
-0.025,-0.087,-0.073,0.000
-0.028,0.049,0.038,0.000
0.031,0.217,0.185,1.000
0.048,0.006,0.061,0.000
0.125,0.235,0.203,1.000
0.378,0.202,0.196,1.000
-0.031,-0.004,0.075,0.000
0.088,0.223,0.131,1.000
-0.096,-0.019,0.124,0.000
0.279,0.322,0.222,1.000
0.165,0.236,0.206,1.000
0.013,0.001,0.005,0.000
0.418,0.214,0.152,1.000
-0.078,0.288,0.300,1.000
0.034,0.011,0.071,0.000
-0.020,0.062,0.009,0.000
0.020,-0.058,-0.002,0.000
0.202,0.159,0.175,1.000
0.393,0.193,0.240,1.000
0.103,0.209,0.277,1.000
-0.066,0.019,-0.024,0.000
0.192,0.177,0.239,1.000
0.071,0.271,0.182,1.000
0.045,-0.143,0.117,0.000
0.058,-0.011,-0.079,0.000
0.177,0.225,0.171,1.000
0.024,-0.056,-0.028,0.000
-0.000,0.102,0.014,0.000
-0.038,-0.024,0.007,0.000
0.263,0.193,0.213,1.000
0.334,0.169,0.082,1.000
0.009,0.007,0.093,0.000
0.288,0.038,0.118,1.000
0.142,0.228,0.170,1.000
0.096,0.016,0.094,0.000
0.185,0.164,0.088,1.000
-0.011,-0.074,0.048,0.000
0.047,-0.011,-0.018,0.000
0.168,0.164,0.225,1.000
0.249,0.259,0.225,1.000
0.071,-0.017,0.025,0.000
-0.018,-0.071,-0.027,0.000
0.186,0.158,0.168,1.000
-0.000,-0.001,0.090,0.000
0.166,0.251,0.206,1.000
0.152,0.234,0.234,1.000
0.201,0.211,0.257,1.000
0.220,0.147,0.196,1.000
0.172,0.247,0.212,1.000
0.065,-0.029,0.012,0.000
-0.071,-0.038,-0.027,0.000
0.124,0.128,0.186,1.000
0.179,0.204,0.229,1.000
0.267,0.195,0.148,1.000
0.085,0.276,0.222,1.000
0.242,0.153,0.175,1.000
0.078,0.043,0.026,0.000
0.281,0.198,0.218,1.000
0.194,0.250,0.228,1.000
0.025,0.066,-0.012,0.000
0.019,0.061,0.016,0.000
-0.044,-0.095,-0.033,0.000
0.041,0.083,-0.001,0.000
0.053,0.016,-0.003,0.000
-0.099,-0.133,0.109,0.000
-0.047,0.085,-0.004,0.000
0.084,0.008,0.026,0.000
0.211,0.220,0.175,1.000
0.061,0.067,0.010,0.000
0.208,0.226,0.202,1.000
0.348,0.127,0.122,1.000
0.056,0.026,-0.049,0.000
-0.026,0.047,-0.064,0.000
-0.003,-0.057,0.077,0.000
-0.082,0.047,0.081,0.000
0.057,0.039,-0.004,0.000
0.215,0.191,0.184,1.000
0.007,0.050,-0.041,0.000
0.017,0.042,-0.005,0.000
0.017,0.244,0.192,1.000
-0.103,-0.027,-0.069,0.000
-0.073,-0.041,-0.045,0.000
0.030,-0.048,0.122,0.000
0.332,0.185,0.116,1.000
0.195,0.253,0.234,1.000
0.021,0.121,0.020,0.000
0.040,0.066,0.016,0.000
0.210,0.165,0.226,1.000
0.266,0.299,0.182,1.000
-0.003,0.271,0.234,1.000
0.189,0.194,0.279,1.000
0.041,0.105,-0.059,0.000
0.069,-0.055,0.028,0.000
-0.044,-0.096,0.112,0.000
0.374,0.135,0.258,1.000
-0.070,0.054,-0.007,0.000
0.068,0.006,-0.069,0.000
0.237,0.205,0.217,1.000
0.189,0.233,0.157,1.000
0.234,0.281,0.225,1.000
0.029,-0.117,0.028,0.000
0.055,-0.042,0.030,0.000
0.092,0.182,0.240,1.000
0.332,0.301,0.285,1.000
0.160,0.194,0.183,1.000
0.142,0.212,0.233,1.000
0.041,0.235,0.225,1.000
0.062,0.215,0.324,1.000
0.275,0.194,0.321,1.000
0.163,0.101,0.232,1.000
0.068,-0.005,0.100,0.000
0.257,0.155,0.193,1.000
0.088,0.263,0.137,1.000
0.004,-0.029,0.079,0.000
0.113,0.000,0.088,0.000
0.080,0.246,0.195,1.000
0.050,0.124,0.007,0.000
0.045,0.035,0.025,0.000
0.156,0.210,0.223,1.000
0.315,0.133,0.243,1.000
0.037,0.202,0.240,1.000
0.202,0.213,0.167,1.000
0.029,0.156,0.015,0.000
0.008,0.043,-0.043,0.000
0.006,0.029,-0.014,0.000
0.048,-0.057,-0.110,0.000
-0.065,-0.051,0.008,0.000
0.149,0.262,0.185,1.000
0.265,0.223,0.258,1.000
-0.076,0.183,0.319,1.000
-0.021,-0.012,-0.040,0.000
0.019,0.034,0.034,0.000
-0.042,0.028,0.043,0.000
0.023,0.003,-0.035,0.000
0.420,0.213,0.110,1.000
0.051,-0.033,0.061,0.000
0.337,0.164,0.236,1.000
0.038,-0.020,-0.017,0.000
-0.016,-0.027,-0.105,0.000
0.049,0.031,-0.010,0.000
0.271,0.244,0.229,1.000
0.054,0.012,0.059,0.000
-0.045,-0.014,-0.074,0.000
0.107,0.153,0.190,1.000
0.090,-0.005,-0.013,0.000
-0.015,-0.019,0.046,0.000
0.305,0.156,0.250,1.000
0.091,0.098,0.223,1.000
0.181,0.143,0.236,1.000
0.061,0.029,0.009,0.000
0.033,-0.045,0.013,0.000
-0.058,-0.019,-0.026,0.000
0.273,0.208,0.162,1.000
0.272,0.155,0.222,1.000
0.050,0.031,0.108,0.000
0.314,0.209,0.190,1.000
-0.110,-0.075,-0.035,0.000
0.235,0.111,0.191,1.000
0.183,0.283,0.310,1.000
0.100,0.205,0.195,1.000
0.209,0.104,0.200,1.000
-0.044,-0.006,-0.018,0.000
0.085,0.146,0.217,1.000
0.045,-0.042,0.038,0.000
0.108,0.154,0.197,1.000
0.014,-0.040,-0.090,0.000
0.059,0.051,-0.052,0.000
0.005,0.005,0.017,0.000
0.254,0.143,0.235,1.000
0.109,0.226,0.131,1.000
0.121,0.157,0.220,1.000
-0.030,0.017,0.130,0.000
0.270,0.163,0.287,1.000
0.122,0.060,0.116,0.000
0.190,0.190,0.221,1.000
-0.032,-0.054,0.003,0.000
0.226,0.190,0.241,1.000
-0.019,0.062,-0.007,0.000
0.265,0.211,0.224,1.000
0.048,-0.006,-0.007,0.000
-0.019,-0.000,0.073,0.000
0.287,0.221,0.220,1.000
0.188,0.152,0.249,1.000
0.022,-0.070,0.016,0.000
0.157,0.048,0.282,1.000
0.172,0.288,0.155,1.000
0.099,0.100,-0.033,0.000
0.010,0.006,0.002,0.000
0.056,0.170,0.143,1.000
0.183,0.185,0.229,1.000
0.006,0.032,0.001,0.000
0.295,0.220,0.248,1.000
0.226,0.225,0.279,1.000
0.162,0.148,0.302,1.000
-0.023,0.026,-0.025,0.000
0.001,0.018,0.007,0.000
0.042,0.032,-0.040,0.000
0.247,0.248,0.306,1.000
0.033,0.032,0.074,0.000
0.068,0.076,0.256,1.000
0.117,0.005,-0.054,0.000
0.015,-0.018,-0.094,0.000
0.340,0.160,0.256,1.000
-0.029,-0.055,-0.006,0.000
0.068,0.005,0.068,0.000
0.017,0.066,-0.101,0.000
0.183,0.221,0.258,1.000
0.060,-0.029,-0.058,0.000
0.032,-0.010,-0.040,0.000
0.079,0.038,0.018,0.000
0.123,0.277,0.158,1.000
0.159,0.173,0.178,1.000
0.335,0.252,0.198,1.000
-0.044,0.023,-0.013,0.000
0.171,0.171,0.218,1.000
-0.094,0.004,-0.046,0.000
0.072,0.294,0.259,1.000
0.021,0.024,-0.101,0.000
-0.063,0.004,0.019,0.000
0.288,0.267,0.252,1.000
0.001,0.032,0.013,0.000
0.205,0.186,0.226,1.000
0.047,0.085,0.020,0.000
-0.007,-0.094,-0.048,0.000
0.151,0.229,0.225,1.000
0.328,0.186,0.160,1.000
0.246,0.220,0.215,1.000
0.190,0.215,0.202,1.000
0.045,-0.017,-0.004,0.000
0.049,0.184,0.182,1.000
-0.072,-0.005,0.013,0.000
0.249,0.283,0.178,1.000
-0.060,-0.025,-0.010,0.000
0.310,0.192,0.211,1.000
0.014,-0.037,0.103,0.000
0.145,0.190,0.184,1.000
-0.014,-0.001,-0.044,0.000
0.028,0.113,0.003,0.000
0.209,0.199,0.098,1.000
-0.071,0.017,0.087,0.000
0.197,0.149,0.209,1.000
0.079,-0.092,0.091,0.000
0.153,0.217,0.173,1.000
0.055,0.151,0.204,1.000
0.046,0.018,0.016,0.000
0.246,0.194,0.175,1.000
-0.031,0.023,0.071,0.000
-0.013,0.034,-0.048,0.000
0.144,0.112,0.273,1.000
0.157,0.169,0.285,1.000
-0.030,-0.080,-0.001,0.000
0.037,-0.006,0.035,0.000
0.076,0.052,-0.083,0.000
0.024,-0.008,0.008,0.000
0.214,0.170,0.158,1.000
0.209,0.160,0.131,1.000
0.084,-0.038,0.049,0.000
0.114,0.208,0.142,1.000
0.091,0.123,0.202,1.000
-0.005,-0.004,-0.085,0.000
0.251,0.156,0.276,1.000
0.029,0.019,0.063,0.000
-0.146,0.019,-0.067,0.000
0.343,0.268,0.154,1.000
0.328,0.172,0.255,1.000
0.009,0.054,-0.124,0.000
0.021,-0.025,0.032,0.000
0.079,0.229,0.228,1.000
0.012,-0.103,-0.083,0.000
0.234,0.247,0.072,1.000
-0.056,-0.082,0.027,0.000
0.338,0.141,0.190,1.000
0.187,0.174,0.181,1.000
0.162,0.122,0.167,1.000
0.295,0.139,0.214,1.000
0.049,0.038,0.076,0.000
0.178,0.196,0.201,1.000
-0.054,-0.095,-0.026,0.000
0.128,0.211,0.218,1.000
0.087,0.234,0.275,1.000
0.006,-0.023,-0.071,0.000
0.023,0.063,-0.076,0.000
0.037,-0.088,0.073,0.000
0.021,-0.064,-0.032,0.000
-0.082,0.105,-0.001,0.000
-0.049,0.180,0.132,1.000
-0.022,0.077,-0.016,0.000
-0.057,-0.042,0.055,0.000
-0.016,-0.066,-0.052,0.000
0.185,0.107,0.194,1.000
0.127,0.230,0.232,1.000
0.070,-0.014,-0.019,0.000
0.075,-0.076,0.011,0.000
0.110,-0.008,0.055,0.000
0.022,-0.014,-0.055,0.000
-0.064,-0.052,0.068,0.000
0.259,0.225,0.245,1.000
0.251,0.229,0.186,1.000
0.169,0.200,0.184,1.000
0.031,0.160,0.144,1.000
0.118,0.230,0.237,1.000
-0.045,-0.041,-0.099,0.000
0.224,0.129,0.217,1.000
-0.020,0.051,-0.050,0.000
-0.015,0.047,0.025,0.000
0.017,-0.057,0.069,0.000
0.177,0.189,0.132,1.000
0.015,0.037,0.006,0.000
0.204,0.183,0.186,1.000
-0.100,-0.015,0.006,0.000
0.040,0.009,-0.047,0.000
0.037,0.193,0.248,1.000
0.349,0.135,0.252,1.000
0.036,-0.026,0.047,0.000
0.174,0.260,0.190,1.000
0.055,0.201,0.165,1.000
0.135,0.208,0.186,1.000
0.008,0.175,0.191,1.000
0.236,0.153,0.218,1.000
0.174,0.226,0.233,1.000
0.055,-0.042,0.017,0.000
0.150,0.309,0.174,1.000
-0.102,-0.007,-0.046,0.000
-0.029,-0.003,0.022,0.000
-0.028,0.046,0.109,0.000
0.046,-0.007,0.009,0.000
-0.005,-0.003,0.103,0.000
0.006,-0.048,0.023,0.000
0.308,0.220,0.210,1.000
-0.067,-0.003,-0.055,0.000
0.013,-0.091,0.009,0.000
-0.026,-0.099,0.054,0.000
-0.004,-0.029,0.032,0.000
0.442,0.185,0.207,1.000
0.038,0.059,-0.025,0.000
0.031,-0.024,-0.081,0.000
0.099,0.266,0.203,1.000
-0.083,-0.009,0.112,0.000
0.032,-0.038,-0.037,0.000
0.023,-0.008,-0.009,0.000
-0.005,0.018,0.015,0.000
-0.010,0.047,0.062,0.000
-0.080,-0.073,0.021,0.000
0.174,0.199,0.192,1.000
0.025,-0.017,0.078,0.000
-0.006,0.019,0.001,0.000
-0.007,-0.011,0.059,0.000
0.047,0.030,-0.021,0.000
-0.023,-0.071,0.010,0.000
0.272,0.264,0.155,1.000
0.221,0.254,0.157,1.000
0.051,-0.058,0.017,0.000
0.256,0.209,0.178,1.000
0.354,0.189,0.233,1.000
-0.026,0.013,0.054,0.000
0.138,0.230,0.280,1.000
-0.030,-0.016,0.026,0.000
0.072,-0.071,0.033,0.000
0.008,-0.015,0.085,0.000
0.025,0.013,0.018,0.000
0.195,0.142,0.179,1.000
0.264,0.218,0.203,1.000
0.182,0.157,0.211,1.000
0.297,0.159,0.204,1.000
-0.069,0.020,-0.007,0.000
-0.011,0.024,0.036,0.000
-0.069,0.230,0.278,1.000
0.260,0.079,0.193,1.000
-0.036,0.008,0.046,0.000
0.154,0.192,0.193,1.000
-0.067,0.086,0.007,0.000
-0.078,0.092,0.061,0.000
0.247,0.173,0.137,1.000
-0.005,-0.008,-0.021,0.000
0.233,0.181,0.236,1.000
-0.025,0.223,0.170,1.000
0.099,0.195,0.160,1.000
0.008,-0.061,-0.096,0.000
0.049,-0.013,-0.089,0.000
0.019,0.104,-0.029,0.000
0.041,-0.008,-0.064,0.000
0.281,0.220,0.148,1.000
0.195,0.191,0.291,1.000
0.018,0.030,-0.037,0.000
0.225,0.123,0.211,1.000
0.004,-0.022,0.083,0.000
0.002,-0.055,0.035,0.000
-0.086,0.269,0.222,1.000
0.253,0.259,0.172,1.000
0.455,0.142,0.162,1.000
0.039,0.022,-0.032,0.000
0.037,-0.050,-0.037,0.000
0.237,0.180,0.224,1.000
0.063,0.029,-0.007,0.000
-0.030,0.012,0.003,0.000
0.238,0.179,0.082,1.000
-0.016,-0.003,-0.081,0.000
0.263,0.159,0.156,1.000
0.005,-0.033,-0.006,0.000
-0.040,-0.009,-0.014,0.000
0.069,0.005,0.057,0.000
0.054,0.194,0.195,1.000
0.024,0.079,0.109,0.000
-0.008,0.034,-0.047,0.000
0.187,0.172,0.260,1.000
-0.035,-0.055,-0.055,0.000
-0.040,0.024,-0.074,0.000
-0.011,-0.012,0.016,0.000
-0.021,-0.027,0.064,0.000
0.151,0.191,0.234,1.000
0.038,0.053,0.005,0.000
0.066,-0.024,-0.060,0.000
0.050,-0.036,-0.032,0.000
0.024,0.006,-0.038,0.000
-0.091,-0.000,0.063,0.000
0.064,0.065,0.054,0.000
-0.035,0.019,-0.021,0.000
0.275,0.074,0.112,1.000
0.224,0.249,0.150,1.000
0.041,-0.004,-0.035,0.000
0.311,0.203,0.185,1.000
0.030,0.317,0.088,1.000
0.101,0.244,0.276,1.000
0.049,-0.015,-0.078,0.000
-0.006,-0.049,0.071,0.000
0.037,-0.039,-0.006,0.000
0.307,0.260,0.278,1.000
0.296,0.177,0.276,1.000
0.014,-0.085,-0.004,0.000
-0.096,-0.025,-0.022,0.000
0.307,0.141,0.119,1.000
-0.026,0.150,0.065,0.000
0.301,0.214,0.231,1.000
0.087,0.209,0.116,1.000
-0.040,0.000,0.096,0.000
0.013,0.003,0.068,0.000
0.185,0.276,0.233,1.000
0.223,0.208,0.270,1.000
0.046,0.027,-0.006,0.000
0.188,0.231,0.266,1.000
0.306,0.147,0.187,1.000
0.186,0.293,0.287,1.000
0.038,-0.001,0.144,0.000
0.103,0.170,0.167,1.000
-0.155,-0.050,0.041,0.000
0.014,-0.055,-0.005,0.000
0.230,0.231,0.268,1.000
0.319,0.244,0.147,1.000
0.089,0.235,0.230,1.000
0.384,0.195,0.185,1.000
-0.083,0.062,0.051,0.000
0.245,0.234,0.242,1.000
0.079,-0.008,0.017,0.000
0.118,-0.021,0.056,0.000
-0.024,0.116,0.040,0.000
0.033,-0.022,0.060,0.000
0.037,0.057,-0.019,0.000
0.349,0.200,0.197,1.000
-0.008,-0.079,-0.060,0.000
0.198,0.180,0.220,1.000
0.035,-0.057,0.106,0.000
0.047,-0.008,-0.019,0.000
0.345,0.201,0.213,1.000
0.327,0.224,0.237,1.000
0.334,0.274,0.228,1.000
-0.053,-0.055,-0.001,0.000
0.273,0.258,0.266,1.000
0.047,0.209,0.158,1.000
0.327,0.182,0.157,1.000
0.142,0.221,0.170,1.000
-0.016,-0.062,-0.042,0.000
0.169,0.141,0.198,1.000
0.017,-0.077,0.047,0.000
0.057,-0.012,-0.037,0.000
0.322,0.252,0.213,1.000
0.062,0.044,0.039,0.000
-0.069,-0.044,0.079,0.000
0.294,0.205,0.214,1.000
0.156,0.190,0.263,1.000
0.244,0.229,0.121,1.000
0.284,0.240,0.255,1.000
0.058,-0.037,-0.003,0.000
0.016,-0.010,0.031,0.000
-0.010,0.089,0.003,0.000
-0.137,-0.005,0.088,0.000
-0.084,-0.025,-0.007,0.000
0.037,0.138,0.060,0.000
0.054,-0.093,0.014,0.000
-0.026,-0.020,0.040,0.000
0.136,0.231,0.204,1.000
-0.002,0.206,0.219,1.000
0.201,0.229,0.215,1.000
0.160,0.215,0.140,1.000
0.213,0.184,0.190,1.000
0.122,0.238,0.200,1.000
0.004,-0.001,0.017,0.000
0.276,0.219,0.188,1.000
0.265,0.185,0.235,1.000
0.145,0.117,0.221,1.000
0.181,0.127,0.210,1.000
0.047,-0.091,0.002,0.000
-0.014,0.011,0.013,0.000
0.304,0.132,0.219,1.000
0.222,0.234,0.207,1.000
-0.015,0.011,0.013,0.000
0.222,0.160,0.172,1.000
0.021,-0.056,0.007,0.000
0.035,0.018,0.100,0.000
-0.042,-0.087,0.020,0.000
0.225,0.222,0.301,1.000
0.131,0.121,0.264,1.000
0.132,0.275,0.155,1.000
-0.110,0.047,-0.143,0.000
0.023,0.006,0.035,0.000
-0.013,0.042,0.088,0.000
0.358,0.313,0.199,1.000
-0.061,-0.069,-0.057,0.000
0.219,0.281,0.162,1.000
-0.012,0.004,0.050,0.000
0.161,0.143,0.125,1.000
-0.087,0.021,0.014,0.000
0.306,0.146,0.236,1.000
-0.060,0.072,0.021,0.000
0.195,0.152,0.184,1.000
0.056,0.054,0.041,0.000
0.014,0.061,-0.059,0.000
-0.100,0.031,0.019,0.000
0.111,0.132,0.168,1.000
0.133,0.179,0.108,1.000
0.047,-0.010,-0.014,0.000
0.275,0.175,0.237,1.000
-0.013,0.018,0.069,0.000
0.248,0.235,0.204,1.000
-0.122,-0.054,-0.067,0.000
0.368,0.291,0.226,1.000
0.126,0.294,0.264,1.000
-0.057,-0.059,-0.018,0.000
0.049,0.115,0.335,1.000
0.290,0.222,0.182,1.000
-0.053,-0.072,-0.009,0.000
0.262,0.158,0.171,1.000
-0.102,-0.024,0.008,0.000
-0.066,0.022,-0.035,0.000
0.215,0.238,0.272,1.000
0.023,0.011,0.068,0.000
0.027,0.018,0.032,0.000
0.252,0.309,0.161,1.000
0.007,0.062,0.035,0.000
-0.027,-0.111,-0.019,0.000
0.164,0.246,0.259,1.000
0.032,0.012,-0.020,0.000
-0.037,-0.044,-0.045,0.000
0.324,0.160,0.282,1.000
0.072,-0.014,-0.040,0.000
0.398,0.125,0.218,1.000
0.015,-0.014,-0.034,0.000
0.028,0.051,-0.031,0.000
0.183,0.240,0.218,1.000
-0.073,-0.012,-0.004,0.000
0.142,0.175,0.199,1.000
-0.004,-0.030,0.096,0.000
0.171,0.200,0.160,1.000
0.065,-0.019,-0.056,0.000
0.237,0.170,0.215,1.000
0.040,0.049,-0.088,0.000
0.267,0.188,0.126,1.000
0.311,0.197,0.116,1.000
0.216,0.238,0.160,1.000
-0.018,-0.056,-0.026,0.000
0.248,0.226,0.166,1.000
0.419,0.214,0.193,1.000
0.372,0.247,0.151,1.000
0.041,-0.028,0.043,0.000
0.183,0.174,0.189,1.000
-0.018,0.020,-0.039,0.000
-0.054,0.120,0.029,0.000
0.166,0.226,0.240,1.000
-0.026,-0.055,-0.054,0.000
0.012,-0.022,-0.073,0.000
0.086,-0.085,-0.070,0.000
0.017,-0.038,0.015,0.000
0.069,-0.037,0.146,0.000
0.229,0.283,0.161,1.000
0.329,0.310,0.210,1.000
0.187,0.219,0.198,1.000
0.225,0.213,0.145,1.000
0.001,-0.068,0.025,0.000
-0.009,0.010,0.020,0.000
0.299,0.189,0.218,1.000
0.046,0.019,-0.046,0.000
-0.011,0.066,-0.029,0.000
0.225,0.225,0.239,1.000
0.067,0.137,0.197,1.000
0.058,0.241,0.280,1.000
-0.089,-0.000,0.022,0.000
0.213,0.353,0.223,1.000
0.073,0.231,0.245,1.000
0.023,-0.027,0.057,0.000
0.256,0.193,0.152,1.000
0.246,0.251,0.280,1.000
0.070,0.265,0.137,1.000
0.088,0.056,0.016,0.000
0.344,0.271,0.229,1.000
0.019,0.009,-0.056,0.000
0.120,0.213,0.075,1.000
0.057,0.018,-0.034,0.000
0.244,0.126,0.214,1.000
-0.011,0.028,0.018,0.000
-0.053,0.013,-0.019,0.000
-0.017,0.066,0.032,0.000
0.125,0.159,0.139,1.000
0.144,0.177,0.214,1.000
0.163,0.254,0.192,1.000
0.209,0.200,0.234,1.000
-0.011,-0.031,-0.035,0.000
-0.068,0.037,0.051,0.000
-0.009,0.005,0.039,0.000
-0.010,0.012,0.023,0.000
0.264,0.243,0.240,1.000
0.258,0.319,0.245,1.000
-0.009,0.057,-0.021,0.000
-0.047,-0.017,0.020,0.000
0.017,0.011,-0.006,0.000
-0.043,-0.074,0.108,0.000
-0.188,-0.015,0.062,0.000
0.318,0.230,0.116,1.000
0.046,0.069,0.083,0.000
0.002,-0.002,-0.092,0.000
-0.033,0.103,-0.052,0.000
